1.0973,1.0909,1.0976,1.0899,0.58
1.091,1.0954,1.0958,1.0869,-0.41
1.0955,1.0913,1.0984,1.0901,0.37
1.0915,1.0861,1.094,1.0846,0.43
1.0868,1.0825,1.0877,1.0803,0.4
1.0825,1.0914,1.0916,1.0799,-0.81
1.0913,1.0931,1.1007,1.0886,-0.14
1.0928,1.0991,1.1059,1.0903,-0.58
1.0992,1.0983,1.105,1.0944,0.02
1.099,1.094,1.1033,1.0924,0.46
1.094,1.1026,1.1029,1.0924,-0.77
1.1025,1.0888,1.1041,1.0877,1.2
1.0894,1.0835,1.0901,1.0827,0.54
1.0836,1.0858,1.0888,1.0794,-0.46
1.0886,1.0937,1.0958,1.0834,-0.5
1.0941,1.0613,1.0983,1.0538,3.07
1.0615,1.0629,1.0644,1.0549,-0.16
1.0632,1.0566,1.0637,1.0561,0.64
1.0564,1.0589,1.0596,1.0556,-0.27
1.0593,1.0607,1.064,1.0567,-0.17
1.0611,1.0626,1.0634,1.0598,-0.15
1.0627,1.0641,1.069,1.0565,-0.13
1.0641,1.0633,1.0674,1.0619,0.05
1.0636,1.0645,1.0658,1.0591,-0.09
1.0646,1.0733,1.0745,1.0638,-0.82
1.0734,1.0655,1.0764,1.0652,0.7
1.0659,1.0639,1.0694,1.0615,0.14
1.0644,1.0687,1.0696,1.0629,-0.4
1.0687,1.0749,1.078,1.0672,-0.85
1.0779,1.0813,1.0818,1.0713,-0.35
1.0817,1.0743,1.0829,1.0689,0.68
1.0744,1.0723,1.0774,1.0704,0.2
1.0723,1.0751,1.0763,1.0673,-0.27
1.0752,1.0735,1.0793,1.0716,0.1
1.0741,1.0883,1.0896,1.0706,-1.3
1.0883,1.0863,1.0898,1.0832,0.19
1.0862,1.0962,1.0967,1.0842,-0.96
1.0967,1.1013,1.1032,1.0935,-0.44
1.1015,1.1013,1.1053,1.0999,0.09
1.1005,1.0975,1.1073,1.0964,0.26
1.0977,1.0923,1.0984,1.0903,0.52
1.092,1.105,1.1096,1.0894,-1.17
1.1049,1.1055,1.1079,1.1029,-0.07
1.1057,1.1007,1.1068,1.0987,0.35
1.1018,1.1107,1.1142,1.0993,-0.79
1.1106,1.1338,1.1352,1.1098,-2.05
1.1339,1.1344,1.138,1.1332,-0.05
1.1345,1.1324,1.1387,1.1322,0.16
1.1327,1.1349,1.1382,1.1304,-0.17
1.1346,1.1382,1.1398,1.1333,-0.33
1.1383,1.1473,1.1496,1.1362,-0.79
1.1474,1.1378,1.1489,1.1374,0.83
1.1379,1.1355,1.1413,1.1343,0.2
1.1356,1.1354,1.1397,1.1351,-0.02
1.1358,1.1278,1.1391,1.1265,0.7
1.1279,1.1234,1.1325,1.1231,0.38
1.1236,1.1269,1.1283,1.121,-0.32
1.1272,1.1189,1.1282,1.117,0.78
1.1185,1.1219,1.1289,1.117,-0.23
1.1211,1.1194,1.1319,1.1149,0.14
1.1195,1.1175,1.1209,1.1133,0.16
1.1177,1.1245,1.1262,1.1156,-0.64
1.1249,1.1243,1.1285,1.1192,0.04
1.1245,1.1193,1.1249,1.1146,0.45
1.1195,1.1227,1.1231,1.1114,-0.31
1.123,1.1184,1.1296,1.1163,0.39
1.1186,1.1119,1.1215,1.1103,0.59
1.112,1.1186,1.1209,1.1112,-0.62
1.1189,1.1281,1.1333,1.118,-1.03
1.1305,1.1435,1.146,1.1267,-1.15
1.1437,1.1289,1.1442,1.1283,1.31
1.1289,1.1266,1.1321,1.1212,0.2
1.1266,1.1313,1.1328,1.1257,-0.49
1.1321,1.1335,1.1375,1.1282,-0.17
1.134,1.1278,1.1349,1.1253,0.53
1.128,1.1205,1.1299,1.117,0.65
1.1207,1.1199,1.1219,1.113,0.06
1.12,1.1169,1.1228,1.1151,0.3
1.1167,1.1157,1.1178,1.112,0.18
1.1147,1.1123,1.1181,1.1088,0.22
1.1123,1.1224,1.1245,1.1086,-0.92
1.1226,1.1311,1.132,1.1214,-0.82
1.1319,1.1209,1.1333,1.1204,0.93
1.1215,1.1173,1.1264,1.1159,0.32
1.1179,1.1246,1.1309,1.1155,-0.59
1.1245,1.1312,1.1366,1.1202,-0.63
1.1316,1.1515,1.1562,1.1289,-1.75
1.1517,1.1616,1.1625,1.1396,-0.89
1.162,1.1361,1.1713,1.1361,2.03
1.1389,1.1242,1.1394,1.1226,1.32
1.1241,1.1117,1.1245,1.1105,1.1
1.1119,1.102,1.1137,1.1017,0.89
1.1021,1.108,1.1096,1.1015,-0.54
1.1081,1.1105,1.1125,1.1057,-0.23
1.1106,1.1148,1.1188,1.1096,-0.39
1.1149,1.1156,1.1189,1.1079,-0.07
1.1157,1.1039,1.1213,1.1023,1.06
1.104,1.1019,1.1088,1.0959,0.19
1.1019,1.0966,1.1044,1.0924,0.46
1.0969,1.0927,1.0981,1.0854,0.4
1.0925,1.0907,1.0944,1.0874,0.17
1.0906,1.0881,1.0938,1.0847,0.23
1.0881,1.095,1.099,1.0876,-0.64
1.0951,1.0968,1.0997,1.094,-0.34
1.0988,1.0933,1.1114,1.092,0.5
1.0933,1.0985,1.0992,1.0892,-0.48
1.0986,1.1059,1.1086,1.0965,-0.66
1.1059,1.1087,1.11,1.102,-0.32
1.1094,1.0971,1.1131,1.0967,1.0
1.0984,1.0981,1.0997,1.0924,0.02
